DOR Code,LEA Code,Municipality,County,Cherry Sheet FY,Population,DOR Income,DOR Income Per Capita,EQV,EQV Per Capita
290,290,Sutton,WORCESTER,2019,"9,272","448,632,000","48,386","1,316,652,900","142,003"
291,291,Swampscott,ESSEX,2019,"14,477","978,214,000","67,570","2,701,749,700","186,624"
292,292,Swansea,BRISTOL,2019,"16,387","530,505,000","32,374","2,116,120,800","129,134"
293,293,Taunton,BRISTOL,2019,"56,789","1,385,424,000","24,396","4,820,997,700","84,893"
294,294,Templeton,WORCESTER,2019,"8,176","199,636,000","24,417","590,377,600","72,209"
295,295,Tewksbury,MIDDLESEX,2019,"30,915","1,151,010,000","37,231","4,367,128,200","141,262"
296,296,Tisbury,DUKES,2019,"4,099","96,486,361","23,539","2,712,566,800","661,763"
297,297,Tolland,HAMPDEN,2019,496,"11,123,000","22,425","208,056,500","419,469"
298,298,Topsfield,ESSEX,2019,"6,529","507,835,000","77,781","1,346,531,300","206,239"
299,299,Townsend,MIDDLESEX,2019,"9,515","293,401,000","30,836","837,732,800","88,043"
300,300,Truro,BARNSTABLE,2019,"2,007","74,565,000","37,152","2,189,935,300","1,091,149"
301,301,Tyngsborough,MIDDLESEX,2019,"12,267","502,475,000","40,962","1,511,907,700","123,250"
302,302,Tyringham,BERKSHIRE,2019,325,"8,021,000","24,680","194,705,100","599,093"
303,303,Upton,WORCESTER,2019,"7,725","400,863,000","51,892","1,052,676,000","136,269"
304,304,Uxbridge,WORCESTER,2019,"13,892","481,027,000","34,626","1,575,033,900","113,377"
305,305,Wakefield,MIDDLESEX,2019,"26,847","1,191,290,000","44,373","4,491,011,000","167,282"
306,306,Wales,HAMPDEN,2019,"1,899","41,530,000","21,869","165,863,300","87,342"
307,307,Walpole,NORFOLK,2019,"25,102","1,282,774,000","51,102","4,386,626,800","174,752"
308,308,Waltham,MIDDLESEX,2019,"63,378","2,230,717,000","35,197","10,593,326,800","167,145"
309,309,Ware,HAMPSHIRE,2019,"9,888","230,540,000","23,315","715,239,800","72,334"
310,310,Wareham,PLYMOUTH,2019,"22,408","528,556,000","23,588","3,397,641,400","151,626"
311,311,Warren,WORCESTER,2019,"5,189","95,801,000","18,462","356,551,300","68,713"
312,312,Warwick,FRANKLIN,2019,762,"16,584,000","21,764","76,200,800","100,001"
313,313,Washington,BERKSHIRE,2019,535,"13,031,000","24,357","83,619,500","156,298"
314,314,Watertown,MIDDLESEX,2019,"34,319","1,505,281,000","43,861","7,048,278,500","205,375"
315,315,Wayland,MIDDLESEX,2019,"13,684","2,021,061,000","147,695","3,666,349,500","267,930"
316,316,Webster,WORCESTER,2019,"16,893","437,381,000","25,891","1,489,002,500","88,143"
317,317,Wellesley,NORFOLK,2019,"29,000","5,332,721,000","183,887","11,749,686,900","405,162"
318,318,Wellfleet,BARNSTABLE,2019,"2,749","116,173,000","42,260","2,410,469,400","876,853"
319,319,Wendell,FRANKLIN,2019,870,"18,036,000","20,731","94,983,200","109,176"
320,320,Wenham,ESSEX,2019,"5,163","362,045,000","70,123","829,008,600","160,567"
321,322,West Boylston,WORCESTER,2019,"7,894","257,679,000","32,642","896,398,000","113,554"
322,323,West Bridgewater,PLYMOUTH,2019,"7,094","252,614,000","35,610","1,101,346,700","155,250"
323,324,West Brookfield,WORCESTER,2019,"3,780","121,368,000","32,108","354,151,700","93,691"
324,329,West Newbury,ESSEX,2019,"4,541","288,952,000","63,632","878,936,100","193,556"
325,332,West Springfield,HAMPDEN,2019,"28,693","757,552,000","26,402","2,683,069,700","93,510"
326,333,West Stockbridge,BERKSHIRE,2019,"1,274","49,248,000","38,656","384,685,300","301,951"
327,334,West Tisbury,DUKES,2019,"2,896","87,583,000","30,243","2,498,333,900","862,684"
328,321,Westborough,WORCESTER,2019,"18,934","1,113,529,000","58,811","3,941,068,600","208,148"
329,325,Westfield,HAMPDEN,2019,"41,690","1,082,521,000","25,966","3,199,883,800","76,754"
330,326,Westford,MIDDLESEX,2019,"23,831","1,437,040,000","60,301","4,546,655,200","190,787"
331,327,Westhampton,HAMPSHIRE,2019,"1,638","54,612,000","33,341","230,447,800","140,689"
332,328,Westminster,WORCESTER,2019,"7,570","286,021,000","37,783","922,494,100","121,862"
333,330,Weston,MIDDLESEX,2019,"12,057","4,236,011,000","351,332","6,262,837,700","519,436"
334,331,Westport,BRISTOL,2019,"15,814","590,578,000","37,345","3,150,106,700","199,197"
335,335,Westwood,NORFOLK,2019,"16,055","1,843,826,000","114,844","4,342,334,700","270,466"
336,336,Weymouth,NORFOLK,2019,"55,957","1,855,741,000","33,164","7,069,961,500","126,346"
337,337,Whately,FRANKLIN,2019,"1,518","33,756,000","22,237","279,133,700","183,883"
338,338,Whitman,PLYMOUTH,2019,"14,849","441,337,000","29,722","1,492,979,700","100,544"
339,339,Wilbraham,HAMPDEN,2019,"14,638","648,334,000","44,291","1,692,213,100","115,604"
340,340,Williamsburg,HAMPSHIRE,2019,"2,469","66,596,337","26,973","309,830,700","125,488"
341,341,Williamstown,BERKSHIRE,2019,"7,620","262,386,000","34,434","1,012,008,600","132,810"
342,342,Wilmington,MIDDLESEX,2019,"23,534","991,323,000","42,123","4,129,321,200","175,462"
343,343,Winchendon,WORCESTER,2019,"10,698","227,132,000","21,231","664,223,900","62,089"
344,344,Winchester,MIDDLESEX,2019,"22,417","2,327,047,000","103,807","7,006,666,600","312,560"
345,345,Windsor,BERKSHIRE,2019,895,"25,625,000","28,631","113,518,600","126,836"
346,346,Winthrop,SUFFOLK,2019,"18,164","591,474,000","32,563","2,069,613,300","113,940"
347,347,Woburn,MIDDLESEX,2019,"39,555","1,517,362,000","38,361","6,974,905,000","176,334"
348,348,Worcester,WORCESTER,2019,"184,815","3,877,081,000","20,978","12,237,662,200","66,216"
349,349,Worthington,HAMPSHIRE,2019,"1,188","33,990,000","28,611","167,980,800","141,398"
350,350,Wrentham,NORFOLK,2019,"11,548","583,308,000","50,512","2,092,925,900","181,237"
351,351,Yarmouth,BARNSTABLE,2019,"23,467","695,905,000","29,655","5,784,649,200","246,501"
