DOR Code,LEA Code,Municipality,County,Cherry Sheet FY,Population,DOR Income,DOR Income Per Capita,EQV,EQV Per Capita
290,290,Sutton,WORCESTER,2021,"9,551","502,884,000","52,652","1,481,010,900","155,063"
291,291,Swampscott,ESSEX,2021,"15,227","1,193,288,000","78,367","3,001,502,900","197,117"
292,292,Swansea,BRISTOL,2021,"16,705","580,259,000","34,736","2,243,617,600","134,308"
293,293,Taunton,BRISTOL,2021,"57,296","1,489,889,000","26,003","5,319,886,500","92,849"
294,294,Templeton,WORCESTER,2021,"8,153","214,897,000","26,358","640,991,600","78,620"
295,295,Tewksbury,MIDDLESEX,2021,"31,388","1,253,136,000","39,924","4,874,518,000","155,299"
296,296,Tisbury,DUKES,2021,"4,111","98,940,998","24,067","2,884,208,400","701,583"
297,297,Tolland,HAMPDEN,2021,509,"15,005,000","29,479","192,519,300","378,230"
298,298,Topsfield,ESSEX,2021,"6,627","496,822,000","74,969","1,429,914,200","215,771"
299,299,Townsend,MIDDLESEX,2021,"9,547","320,331,000","33,553","903,825,200","94,671"
300,300,Truro,BARNSTABLE,2021,"1,999","85,689,000","42,866","2,299,599,100","1,150,375"
301,301,Tyngsborough,MIDDLESEX,2021,"12,418","551,249,000","44,391","1,683,280,600","135,552"
302,302,Tyringham,BERKSHIRE,2021,316,"10,385,000","32,864","201,948,700","639,078"
303,303,Upton,WORCESTER,2021,"8,012","432,525,000","53,985","1,214,624,300","151,601"
304,304,Uxbridge,WORCESTER,2021,"14,095","516,790,000","36,665","1,755,491,600","124,547"
305,305,Wakefield,MIDDLESEX,2021,"27,135","1,302,249,000","47,991","5,099,399,000","187,927"
306,306,Wales,HAMPDEN,2021,"1,898","44,030,000","23,198","170,538,800","89,852"
307,307,Walpole,NORFOLK,2021,"25,209","1,393,858,000","55,292","4,736,050,400","187,871"
308,308,Waltham,MIDDLESEX,2021,"62,962","2,443,219,000","38,805","12,407,269,700","197,060"
309,309,Ware,HAMPSHIRE,2021,"9,811","235,779,000","24,032","757,553,700","77,215"
310,310,Wareham,PLYMOUTH,2021,"22,666","564,213,000","24,892","3,709,170,100","163,645"
311,311,Warren,WORCESTER,2021,"5,248","100,434,000","19,138","395,108,500","75,287"
312,312,Warwick,FRANKLIN,2021,780,"16,675,000","21,378","78,434,800","100,557"
313,313,Washington,BERKSHIRE,2021,541,"15,617,000","28,867","85,102,900","157,307"
314,314,Watertown,MIDDLESEX,2021,"35,954","1,646,462,000","45,794","7,951,185,300","221,149"
315,315,Wayland,MIDDLESEX,2021,"13,882","2,043,303,000","147,191","3,847,489,100","277,157"
316,316,Webster,WORCESTER,2021,"17,027","459,590,000","26,992","1,607,119,100","94,387"
317,317,Wellesley,NORFOLK,2021,"29,673","6,394,802,000","215,509","12,421,188,300","418,602"
318,318,Wellfleet,BARNSTABLE,2021,"2,729","125,745,000","46,077","2,523,728,900","924,782"
319,319,Wendell,FRANKLIN,2021,886,"17,675,000","19,949","95,742,900","108,062"
320,320,Wenham,ESSEX,2021,"5,284","362,076,000","68,523","823,685,800","155,883"
321,322,West Boylston,WORCESTER,2021,"8,215","281,516,000","34,269","974,854,400","118,668"
322,323,West Bridgewater,PLYMOUTH,2021,"7,262","277,075,000","38,154","1,268,319,800","174,652"
323,324,West Brookfield,WORCESTER,2021,"3,785","132,520,000","35,012","391,008,700","103,305"
324,329,West Newbury,ESSEX,2021,"4,691","316,683,000","67,509","955,510,900","203,690"
325,332,West Springfield,HAMPDEN,2021,"28,747","798,438,000","27,775","2,823,620,200","98,223"
326,333,West Stockbridge,BERKSHIRE,2021,"1,264","56,491,000","44,692","396,939,400","314,034"
327,334,West Tisbury,DUKES,2021,"2,901","118,940,000","41,000","2,646,075,100","912,125"
328,321,Westborough,WORCESTER,2021,"19,189","1,224,496,000","63,812","4,223,552,400","220,103"
329,325,Westfield,HAMPDEN,2021,"41,680","1,132,924,000","27,181","3,343,027,700","80,207"
330,326,Westford,MIDDLESEX,2021,"24,296","1,547,244,000","63,683","4,774,432,100","196,511"
331,327,Westhampton,HAMPSHIRE,2021,"1,641","64,588,000","39,359","235,299,300","143,388"
332,328,Westminster,WORCESTER,2021,"7,884","293,073,000","37,173","1,012,450,300","128,418"
333,330,Weston,MIDDLESEX,2021,"12,134","4,689,774,000","386,499","6,495,550,900","535,318"
334,331,Westport,BRISTOL,2021,"15,988","684,599,000","42,820","3,393,226,100","212,236"
335,335,Westwood,NORFOLK,2021,"16,127","1,865,565,000","115,680","4,713,941,600","292,301"
336,336,Weymouth,NORFOLK,2021,"57,719","2,022,936,000","35,048","8,154,408,700","141,278"
337,337,Whately,FRANKLIN,2021,"1,580","39,876,000","25,238","280,732,300","177,679"
338,338,Whitman,PLYMOUTH,2021,"15,168","477,125,000","31,456","1,638,287,500","108,009"
339,339,Wilbraham,HAMPDEN,2021,"14,749","1,195,002,000","81,023","1,748,349,400","118,540"
340,340,Williamsburg,HAMPSHIRE,2021,"2,489","68,926,991","27,693","322,631,400","129,623"
341,341,Williamstown,BERKSHIRE,2021,"7,993","270,473,000","33,839","1,008,880,400","126,220"
342,342,Wilmington,MIDDLESEX,2021,"23,907","1,076,943,000","45,047","4,633,611,500","193,818"
343,343,Winchendon,WORCESTER,2021,"10,911","239,500,000","21,950","724,421,600","66,394"
344,344,Winchester,MIDDLESEX,2021,"22,851","2,486,560,000","108,816","7,681,074,900","336,137"
345,345,Windsor,BERKSHIRE,2021,875,"24,195,000","27,651","121,136,700","138,442"
346,346,Winthrop,SUFFOLK,2021,"18,688","649,863,000","34,774","2,386,490,000","127,702"
347,347,Woburn,MIDDLESEX,2021,"40,397","1,612,404,000","39,914","7,909,145,900","195,785"
348,348,Worcester,WORCESTER,2021,"185,877","4,174,376,000","22,458","13,336,462,800","71,749"
349,349,Worthington,HAMPSHIRE,2021,"1,187","34,426,000","29,003","177,583,800","149,607"
350,350,Wrentham,NORFOLK,2021,"11,964","709,995,000","59,344","2,225,687,600","186,032"
351,351,Yarmouth,BARNSTABLE,2021,"23,315","772,153,000","33,118","6,274,212,500","269,106"
